Crane,Time,X,Y
100854,10/3/13 16:36,39.15023175,-56.45450783
100854,10/4/13 00:35,41.99607189,-58.24574637
100854,10/4/13 08:34,40.03811669,-57.4934826
100854,10/4/13 16:33,42.84587574,-58.86183404
100854,10/5/13 00:31,42.00955825,-58.15664435
100854,10/5/13 08:31,39.78260445,-57.49542667
100854,10/5/13 16:30,39.12358553,-56.68831546
100854,10/6/13 00:29,41.98844049,-58.17906192
100854,10/6/13 08:27,38.46735672,-57.2048834
100854,10/6/13 16:27,42.27661685,-57.82077112
100854,10/7/13 00:26,42.07362232,-58.17837948
100854,10/7/13 08:25,44.72702685,-58.82388756
100854,10/7/13 16:25,46.68318818,-58.43974473
100854,10/8/13 08:22,44.63784986,-59.19174878
100854,10/8/13 16:22,46.76141166,-60.05207759
100854,10/9/13 00:21,48.99960733,-54.84767739
100854,10/9/13 08:21,48.5265697,-55.09681562
100854,10/10/13 00:18,40.42693449,-55.44363757
100854,10/10/13 08:18,38.219583,-56.31675816
100854,10/10/13 16:16,40.5590184,-56.00995522
100854,10/11/13 00:15,40.41992525,-55.45481588
100854,10/11/13 08:14,36.13588731,-56.69862824
100854,10/11/13 16:14,187.5111149,-366.2348899
100854,10/11/13 16:31,187.5125736,-366.2793452
100854,10/12/13 00:13,251.6636946,-475.5375022
100854,10/12/13 08:12,251.6459679,-475.6607013
100854,10/13/13 00:10,383.3200418,-668.4139884
100854,10/13/13 08:09,382.9046925,-667.4712802
100854,10/13/13 16:09,386.9252146,-739.8485869
100854,10/14/13 00:07,386.5231548,-742.9708714
100854,10/14/13 16:03,386.5832341,-739.636406
100854,10/15/13 00:03,386.4224393,-742.8992922
100854,10/15/13 08:03,386.908739,-739.0587379
100854,10/15/13 16:03,474.7976863,-1017.99236
100854,10/16/13 07:57,496.6902383,-1309.926119
100854,10/16/13 15:57,508.6978651,-1481.450961
100854,10/16/13 23:53,566.9894112,-1618.074576
100854,10/17/13 07:53,562.2359055,-1619.651639
100854,10/17/13 15:54,620.3947788,-1803.345654
100854,10/17/13 23:51,681.8414844,-1859.564656
100854,10/18/13 07:50,677.1738577,-1854.213249
100854,10/18/13 15:51,479.4748826,-2036.077659
100854,10/19/13 07:46,278.2551651,-2218.739331
100854,10/19/13 15:42,264.3753479,-2294.442837
100854,10/19/13 23:42,263.8994147,-2295.323774
100854,10/20/13 07:41,255.3891592,-2306.791504
100854,10/20/13 15:41,267.0862957,-2296.6384
100854,10/20/13 23:40,266.956221,-2296.565069
100854,10/21/13 07:39,279.9963674,-2297.607756
100854,10/21/13 15:38,267.0024214,-2296.463692
100854,10/21/13 23:38,267.1596908,-2296.125657
100854,10/22/13 07:38,271.7900735,-2296.003598
100854,10/22/13 15:36,266.1518791,-2296.314422
100854,10/22/13 23:36,265.8088873,-2296.026255
